id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
446,19722,8074,117961,118300,119181,118321,117906,290919,118322,1
447,6977,25607,117961,118343,118856,118259,125889,290919,118261,1
448,20292,27891,117926,117927,117920,124313,124314,120134,124315,1
449,25964,214,117961,118343,6104,118321,117906,290919,118322,1
450,81350,2908,117961,118343,118979,118834,133686,118424,118836,1
451,33232,4378,117961,118327,118507,118054,120238,117887,118055,1
452,79363,47104,117890,117891,117878,118568,120877,19721,118570,1
453,90436,5244,117961,118343,119598,117905,117906,290919,117908,1
454,14960,58476,117929,117930,117920,117885,117913,117887,117888,1
455,33149,1350,117961,118052,120096,118321,117906,290919,118322,1
456,45974,51740,118752,119070,119121,280788,130913,292795,119082,1
457,5173,46526,117961,118300,119984,118396,269406,118398,118399,0
458,18605,15406,117961,118225,118403,118054,118054,117887,118055,1
459,6977,3032,118212,118213,123201,117905,125206,290919,117908,1
460,681,89939,117961,118413,122007,128230,302830,4673,128231,1
461,87082,18220,117961,118052,118867,118321,117906,290919,118322,1
462,39879,5570,117961,119256,119257,117946,118806,292795,117948,1
463,6705,50040,117961,118327,118391,117905,117906,290919,117908,1
464,20351,2113,117951,117952,117920,118568,124610,19721,118570,1
465,74195,4566,119062,119091,118992,179731,117906,117887,117973,1
466,1098,7079,117961,118343,118514,118685,120316,308574,118687,1
467,40420,49987,118090,118091,117920,118568,133542,19721,118570,1
468,23702,4554,117961,118300,118514,118259,118260,290919,118261,1
469,100514,3838,117961,118225,119924,118321,117906,290919,118322,1
470,4675,59029,118555,118178,118320,118784,117906,290919,118786,1
471,15714,51746,118752,118753,117945,118274,118806,292795,118276,1
472,79121,5046,117961,118052,120356,126516,300136,118612,126518,1
473,20294,53396,117916,118150,117920,118568,281735,19721,118570,1
474,79092,127738,117961,118225,118403,118451,130134,118453,118454,1
475,6055,23305,117961,118327,118862,118890,125128,118398,118892,1
476,41296,4638,117961,118343,119987,119172,256190,118467,119174,1
477,38480,31061,118212,118580,117895,117896,117897,117887,117898,1
478,75787,15387,118555,118178,118575,119849,212678,118638,119851,1
479,4675,97016,119062,119091,118957,118278,118260,290919,118279,1
480,79813,49323,118990,118991,118992,118321,117906,290919,118322,1
481,15907,782,117961,118413,277693,117905,117906,290919,117908,1
482,18332,13411,118023,118024,118810,122952,305581,19793,122954,1
483,42093,7858,91261,118026,119362,119363,307210,118667,119365,1
484,80515,3085,117961,118300,125821,118834,251171,118424,118836,1
485,83226,23338,117961,118052,118867,122129,270992,121916,122131,1
486,35376,18686,117961,118386,128823,117905,290919,290919,117908,1
487,6170,1437,118212,118213,118437,118636,192211,118638,118639,1
488,34480,5238,118290,118291,118053,132692,134889,270488,132694,1
489,4675,2944,117961,118343,119796,119743,132775,3130,119745,1
490,36646,27873,117978,117979,117884,117879,117886,19721,117880,0
491,3853,51235,120864,121013,124133,120344,303717,118424,120346,1
492,73214,782,117961,118413,127522,118784,124402,290919,118786,1
493,19944,15993,117961,117969,121617,131849,149815,121620,131851,1
494,38725,7505,117961,118300,119195,117905,117906,290919,117908,1
495,20897,7492,117961,118225,117963,118811,286597,19793,118813,1
496,34548,25194,117961,118343,123125,117905,117906,290919,117908,1
497,23497,52314,117961,118300,118301,118980,306795,118295,118982,0
498,23965,5030,117961,118343,120126,119433,133686,118424,119435,1
499,1020,25558,118990,118991,118992,307024,294485,118331,118332,1
500,16496,7388,117961,118225,119924,118318,168365,118205,118319,1
501,44649,49574,117961,118052,118391,120773,118959,118960,120774,1
502,80809,49423,117961,118052,123144,118890,203706,118398,118892,1
503,34498,18450,117961,118052,118821,117905,117906,290919,117908,1
504,1281,13791,117961,117962,19666,118368,129597,117887,118486,1
505,17308,4395,117961,118300,118597,118422,150827,118424,118425,1
506,26360,59765,117961,118386,121961,118912,309291,118424,118914,1
507,78703,15516,117961,118052,120304,118702,132675,118704,118705,1
508,31475,96704,117910,117911,117884,117879,117886,19721,117880,1
509,117594,197,117961,118413,118414,118784,240983,290919,118786,1
510,35068,15399,117983,117984,117878,118396,139898,118398,118399,1
511,80756,15542,117961,118300,118395,118396,300044,118398,118399,1
512,28105,3281,117961,118225,120323,120591,120592,119095,120593,1
513,73756,4728,117961,118343,123125,118685,120316,308574,118687,1
514,91087,2343,119691,119692,118635,122967,311441,119695,122969,1
515,20351,2017,117961,118327,121645,118054,159996,117887,118055,1
516,3853,217,117961,118413,120370,118321,240983,290919,118322,1
517,79285,18047,117902,118041,119195,118028,118368,117887,118030,1
518,5545,15398,118169,118170,118575,130479,139169,119784,130481,1
519,99881,4994,117961,118300,118514,117905,117906,290919,117908,1
520,76446,4620,117961,118300,119181,118784,121873,290919,118786,1
521,41378,7683,117887,118178,117945,259173,201292,292795,118943,1
522,15064,148198,117961,118300,118631,118054,120238,117887,118055,1
523,16033,32795,118256,118257,118623,118995,286106,292795,118997,0
524,35896,52972,118212,118213,118507,118863,157370,118398,118865,1
525,13878,27873,117978,117979,117884,117879,117886,19721,117880,1
526,24885,770,117961,118300,119181,128230,302830,4673,128231,1
527,75327,53010,130570,119256,118042,118043,129174,270488,118046,1
528,4675,75926,117961,118343,6104,118054,168337,117887,118055,1
529,77466,93568,118976,118977,117895,118194,118195,117887,118196,1
530,28856,6083,117961,117962,122224,118784,117906,290919,118786,1
531,79121,131441,117961,118343,119598,119433,133686,118424,119435,1
532,80799,19642,117961,118413,118481,117905,117906,290919,117908,1
533,43663,8415,117961,118052,118881,117905,117906,290919,117908,1
534,75334,18213,117961,118386,118692,118451,200947,118453,118454,1
535,45790,51746,118752,119070,119121,118274,118806,292795,118276,1
536,6042,6046,117961,118446,120317,118321,117906,290919,118322,1
537,38704,98757,117959,117960,117941,117885,117913,117887,117888,1
538,3853,59765,117961,118386,121961,118912,309291,118424,118914,1
539,278393,4145,117961,118300,120026,118834,223125,118424,118836,1
540,114621,4571,117961,118225,119924,118685,279443,308574,118687,1
541,31246,7001,117961,118327,118933,128230,302830,4673,128231,1
542,34924,3225,117961,118327,118929,118259,118260,290919,118261,1
543,278393,15390,117961,118300,120026,118054,118054,117887,118055,1
544,25231,21859,117961,118327,118507,118396,158043,118398,118399,1
545,79602,41795,118315,118316,118317,129561,216140,3130,129563,0
546,43452,3486,118752,119070,118042,118043,118043,270488,118046,1
547,17849,58535,117961,117969,130192,123400,130319,19793,123402,1
548,27797,70062,117961,118386,118746,118321,117906,290919,118322,1
549,80674,3918,117961,118343,118660,119433,133686,118424,119435,1
550,3661,2210,117961,126102,118378,119192,300603,119184,119194,1
551,110042,1540,117961,118343,123125,118536,118536,308574,118539,1
552,78598,1350,117961,118052,122938,118321,117906,290919,118322,1
553,39159,7285,117961,118225,118403,119849,310589,118638,119851,1
554,27785,5001,117961,118300,123055,120006,128578,118424,120008,1
555,31441,4375,117961,118343,128113,118826,257115,118424,118828,1
556,34498,120340,120342,120343,119076,118834,124426,118424,118836,1
557,27230,49850,117961,118413,122007,117905,118260,290919,117908,1
558,14354,20648,118219,118220,117941,117879,117897,19721,117880,1
559,25993,50015,117961,118343,119598,118422,300136,118424,118425,1
560,80762,7525,117961,118225,120551,118321,117906,290919,118322,1
561,97017,141,117961,118225,122273,120773,118959,118960,120774,1
562,45380,46104,117961,118327,120559,120988,304465,118643,120989,1
563,34950,7032,117961,118225,120551,118318,168365,118205,118319,1
564,920,1398,117961,118300,120722,118784,130735,290919,118786,1
565,25993,56058,118212,118213,118458,118912,309291,118424,118914,1
566,41594,102574,117961,118327,118929,118459,294325,249618,118461,1
567,80723,50751,117961,118225,120535,123670,305057,121916,123672,1
568,20312,7364,117902,117903,119181,117905,118036,290919,117908,1
569,73972,71186,117961,118386,118522,117905,134559,290919,117908,1
570,25287,15626,117961,118386,129128,120516,307024,120518,120519,1
571,4675,106630,118990,118991,119142,118321,117906,290919,118322,1
572,74047,76568,117961,118386,118522,117905,117906,290919,117908,1
573,15064,124033,124034,124035,117945,117946,125533,292795,117948,1
574,18913,27518,117929,117930,119569,179731,194138,117887,117973,0
575,17226,30523,117961,118343,119984,123067,269406,118398,123068,1
576,75078,28253,118315,118463,123089,117905,130219,290919,117908,1
577,25993,25276,117961,118343,121747,118321,117906,290919,118322,1
578,34950,56193,117961,118300,120410,118784,117906,290919,118786,1
579,30570,4478,117961,118386,118692,118321,117906,290919,118322,1
580,75078,88640,117961,118052,120096,118523,306404,118331,118525,1
581,28943,2034,117961,118052,118328,118054,118054,117887,118055,1
582,3853,23200,117961,118343,123125,118784,117906,290919,118786,1
583,78598,5269,119596,119597,120356,122067,205243,118424,122069,1
584,846,2610,117961,118327,121979,118321,117906,290919,118322,1
585,30364,4549,117961,118225,120050,117905,117906,290919,117908,1
586,36174,3918,117961,118343,118660,118826,158101,118424,118828,1
587,31374,7703,117943,117944,117945,118274,129282,292795,118276,1
588,33146,3118,117961,118300,118458,120789,309123,118424,120791,1
589,43002,5496,91261,118026,118202,118321,117906,290919,118322,1
590,78882,52056,118212,118213,119734,153957,119248,118667,153959,1
591,15342,4468,117961,118413,119968,118321,117906,290919,118322,1
592,73756,4718,121785,121786,120317,118321,117906,290919,118322,1
593,3661,69115,120864,121013,118450,119192,300603,119184,119194,1
594,112669,118619,117961,118300,119142,118784,147114,290919,118786,1
595,43280,7076,117961,118225,119238,119093,136840,119095,119096,1
596,42976,71391,117961,118386,118522,118318,168365,118205,118319,1
597,39264,7684,118573,118574,118623,118995,129731,292795,118997,1
598,1581,1728,117961,118327,118507,118890,124964,118398,118892,1
599,43727,25900,119134,119135,119136,120056,283527,118474,120058,1
600,78311,67615,117932,117933,117878,117879,117897,19721,117880,1
601,74018,1350,117961,118052,120096,117905,117906,290919,117908,1
602,43147,2930,117961,118343,118700,118321,118448,290919,118322,1
603,14900,7398,117961,118225,118616,117905,240983,290919,117908,1
604,30952,27054,117961,117969,19666,118368,118368,117887,118486,1
605,23503,122272,117961,118225,122273,118321,240983,290919,118322,1
606,42680,44022,117961,117962,122215,117905,240983,290919,117908,1
607,7543,7337,117961,118300,124725,118361,149305,118363,118364,1
608,33149,1652,117961,118327,118507,179731,179731,117887,117973,1
609,39555,7072,117961,117962,118352,118321,117906,290919,118322,1
610,34817,26321,117961,118225,118320,118321,117906,290919,118322,1
611,25993,5701,117961,118052,120709,118207,174445,270488,118209,1
612,25993,59000,118181,118182,117920,118568,117897,19721,118570,1
613,78518,1249,117961,118386,118910,118321,117906,290919,118322,1
614,33054,4933,117961,118300,118458,120006,311622,118424,120008,1
615,74593,18213,117961,118386,118746,118747,160002,118453,118749,1
616,74196,18450,117961,118052,118821,117905,240983,290919,117908,1
617,44909,3526,117961,118225,124130,119093,120324,119095,119096,1
618,37651,50308,118090,118091,117884,117885,117913,117887,117888,1
619,17308,4821,117961,118343,119598,120348,255097,118295,120350,1
620,31732,4110,119596,119597,118292,118422,191064,118424,118425,1
621,42085,4910,117961,118343,118911,118912,284092,118424,118914,1
622,16071,70264,117961,118343,120722,118777,279443,308574,118779,1
623,38719,74449,118079,118080,117878,117879,118177,19721,117880,1
624,19751,7284,91261,118026,118202,118321,117906,290919,118322,0
625,44858,17560,118752,118753,117945,280788,280788,292795,119082,1
626,25570,1903,117961,118343,118514,118685,122058,308574,118687,1
627,44874,13800,117961,118225,118403,118685,126297,308574,118687,1
628,74817,4549,117961,118225,120050,117905,117906,290919,117908,1
629,75639,70691,118315,118463,119214,118321,117906,290919,118322,1
630,4605,70186,117961,117969,19666,118890,127642,118398,118892,1
631,78878,8106,117961,118327,120559,120560,304465,118643,120562,1
632,391,666,117926,118124,117920,117885,117913,117887,117888,1
633,20293,27461,117926,118124,117884,117879,117886,19721,117880,1
634,28941,116406,117961,117962,120677,122067,297566,118424,122069,1
635,278393,18450,117961,118052,118821,117905,240983,290919,117908,1
636,75078,78408,117961,118386,125884,307024,255097,118331,118332,1
637,37789,6481,117961,118343,123454,118321,117906,290919,118322,1
638,34056,13854,117961,118052,118979,307024,306404,118331,118332,1
639,19998,110900,119134,119135,123173,117896,173667,117887,117898,1
640,4675,16561,117961,118327,120318,117905,117906,290919,117908,1
641,40997,2291,117961,118225,120663,118777,279443,308574,118779,1
642,25993,6999,117961,118343,121747,118321,117906,290919,118322,1
643,14354,5905,117929,117930,117920,119323,123932,19793,119325,1
644,31504,19271,117961,118225,119924,118784,117906,290919,118786,1
645,19752,18686,117961,118386,128823,118321,117906,290919,118322,1
646,23164,7647,117961,118300,119181,117905,117906,290919,117908,1
647,15368,4098,117961,118343,119598,119433,133686,118424,119435,1
648,41314,51372,117961,118343,120666,118777,279443,308574,118779,1
649,33217,1467,117961,118343,118833,118834,127160,118424,118836,1
650,41265,5186,118887,118888,124656,118912,309291,118424,118914,1
651,40867,5196,117961,118386,121949,118777,279443,308574,118779,1
652,79602,27214,117961,118386,118733,118523,310608,118331,118525,0
653,28307,4567,117961,118300,118514,118278,118260,290919,118279,1
654,34989,5249,117961,118386,123144,118396,269406,118398,118399,1
655,43423,5423,117961,118327,118391,118321,117906,290919,118322,0
656,75078,40932,118315,118463,118464,119172,162182,118467,119174,1
657,45790,55789,121785,121786,120299,121122,217580,118612,121124,1
658,17249,4904,119170,119171,121747,118834,127405,118424,118836,1
659,23971,158757,120342,120343,118395,118396,266864,118398,118399,1
660,44814,1938,117961,118300,118066,120988,134839,118643,120989,1
661,72024,26009,117961,118052,119986,118685,120316,308574,118687,1
662,845,13836,119920,119921,142145,128230,302830,4673,128231,0
663,74412,16756,119062,130600,139677,117905,117906,290919,117908,1
664,3069,15412,117961,118343,127705,119849,170027,118638,119851,0
665,34950,7525,117961,118225,120551,118784,147114,290919,118786,1
666,22430,7388,117961,118225,119924,118318,168365,118205,118319,1
667,75708,15642,117961,118386,118522,119997,278014,118131,119998,1
668,6977,221,117961,118413,120370,118784,240983,290919,118786,1
669,6977,13419,117961,118300,120059,120812,305057,118638,120814,1
670,16985,743,117961,118343,118437,118321,117906,290919,118322,1
671,75687,49952,117932,117933,117878,120628,126012,118131,120629,1
672,41932,2710,118290,118291,120823,118396,269406,118398,118399,0
673,33147,21037,117961,117969,19666,179731,257952,117887,117973,1
674,79346,58581,117959,117960,117920,118568,135898,19721,118570,1
675,16145,1030,117961,118343,120722,124435,127527,118363,124436,1
676,87711,40509,117961,118225,118403,119743,141396,3130,119745,1
677,27124,5899,117961,118327,120318,118641,120319,118643,118644,1
678,31995,17835,117961,118225,118403,128230,302830,4673,128231,1
679,30837,5249,117961,118386,123144,118396,233714,118398,118399,1
680,79092,1482,117961,117962,118840,118841,123378,118643,118843,1
